Component,Date,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),Salinity (ppt),Conductivity (µS),Conductance (µS),pH,Temp (°C),DO (mg/L),DO (%),Field Cover (%),Depth (m),Substrate,HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM,Comments
OPC,2011-06-06,2011,JUN,,,OPC1,10,3,0.65,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.09,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,20,1,0.63,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.2,clay/silt/sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam/Dead Clam
OPC,2011-06-06,2011,JUN,,,OPC1,20,2,0.56,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.2,gravel/clay/sand,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,found remnants of coontail
OPC,2011-06-06,2011,JUN,,,OPC1,20,3,0.63,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.15,clay/sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,30,1,0.67,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.13,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,30,2,0.58,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.13,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,30,3,0.61,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.09,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,40,1,0.69,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.12,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,40,2,0.69,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.14,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,40,3,0.67,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.15,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,50,1,0.69,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.22,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead Clam
OPC,2011-06-06,2011,JUN,,,OPC1,50,2,0.65,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.2,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,found horned pondweed floating
OPC,2011-06-06,2011,JUN,,,OPC1,50,3,0.65,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.2,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,60,1,0.65,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.24,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,60,2,0.64,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.24,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC1,60,3,0.65,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,1.22,clay/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,11:27:00,High @ 12:00,OPC2,10,1,0.56,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.96,sand/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"Survery Team: L. Carroll, K. Garman, J. Campbell"
OPC,2011-06-06,2011,JUN,,,OPC2,10,2,0.55,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.98,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Benchmark: Eagle Cove
OPC,2011-06-06,2011,JUN,,,OPC2,10,3,0.57,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.97,sand,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,20,1,0.54,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.98,clay/debris,54,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,20,2,0.6,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.98,clay/debris,64,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,20,3,0.6,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.95,cla/debris,72,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2011-06-06,2011,JUN,,,OPC2,30,1,0.62,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.98,clay/debris,55,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,30,2,0.6,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.98,clay/debris,55,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,30,3,0.6,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.97,clay/silt/debris,52,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,40,1,0.65,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.965,clay/silt/debris,74,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,40,2,0.61,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.97,clay/debris,37,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead and Live Clam
OPC,2011-06-06,2011,JUN,,,OPC2,40,3,0.65,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.99,fine clay/sil,42,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead Clam
OPC,2011-06-06,2011,JUN,,,OPC2,50,1,0.57,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.95,clay/silt/debris,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,50,2,0.57,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.96,clay/silt,60,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead Clam
OPC,2011-06-06,2011,JUN,,,OPC2,50,3,0.56,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.96,clay/debris,67,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,60,1,0.62,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.97,clay/debris,37,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,60,2,0.53,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.96,clay/debris,27,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC2,60,3,0.58,0.13,291.6,285.4,8.3,25.9,6.17,76.1,NV,0.98,clay/debris,39,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,1900-01-10 02:24:00,Incoming- High at 13:00,OPC3,10,1,0.29,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.61,silt/clay/sand/debris,20,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,"Survery Team: Carroll, Goad and Delgado"
OPC,2011-06-06,2011,JUN,,,OPC3,10,2,0.29,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.63,silt/clay/sand/debris,25,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Benchmark: HaHa Branch
OPC,2011-06-06,2011,JUN,,,OPC3,10,3,0.28,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.7,clay/silt/sand/debris,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,*Benchmark very hard to use when at 50 and 60 m.  Need Transect tape of thicker benchmark than pole
OPC,2011-06-06,2011,JUN,,,OPC3,20,1,0.37,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.68,silt/sand/clay/debris,9.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,20,2,0.36,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.65,silt/sand/clay/debris,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,20,3,0.36,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.69,silt/clay/sand/debris,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,30,1,0.35,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.86,silt/clay/sand/debris,15,2.0,0.0,10.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,30,2,0.36,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.89,silt/clay/sand/debris,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,30,3,0.37,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.83,sand/silt/debris,24,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,40,1,0.36,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.95,silt/clay/sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,40,2,0.39,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.98,silt/clay/sand/debris,10.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,40,3,0.36,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,0.96,silt/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,50,1,0.33,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,1,silt/clay/sand/debris,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,50,2,0.32,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,1.06,silt/sand/clay/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,50,3,0.33,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,1.01,silt/clay/sand/debris,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,60,1,0.29,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,1.23,sand/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,60,2,0.32,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,1.21,sand/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,,,OPC3,60,3,0.3,0.13,272.5,269.6,8.33,25.5,7.2,87.9,NV,1.24,sand/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,01:20:00,High @ 13:00,OPCC1,10,1,0.42,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.99,sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Survey Team:
OPC,2011-06-07,2011,JUN,,,OPCC1,10,2,0.41,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.89,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Benchmark: Right side of Phrag stand in Bush Creek
OPC,2011-06-07,2011,JUN,,,OPCC1,10,3,0.44,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.92,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,20,1,0.42,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.98,sand/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,20,2,0.44,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,1.01,sand/silt,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,20,3,0.45,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.96,sand/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,30,1,0.43,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.96,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,30,2,0.41,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.94,sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,30,3,0.43,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.97,sand/little silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,40,1,0.39,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.95,sand/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead Clam
OPC,2011-06-07,2011,JUN,,,OPCC1,40,2,0.43,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,1,sand/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,40,3,0.42,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.96,sand/silt/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,50,1,0.43,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.97,sand/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,50,2,0.44,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,1.03,sand/silt/clay/debris,0,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,50,3,0.43,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,0.92,sand/silt/clay,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,60,1,0.45,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,1.01,silt/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,60,2,0.43,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,1.03,silt/clay/debris,5,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC1,60,3,0.41,0.18,396.6,385.5,8.73,26.8,7.14,89.3,NV,1.03,silt/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,12:20:00,High @ 13:00 - Incoming ,OPCC2,10,1,0.39,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,0.95,silt/clay/debris,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"Survey Team: L. Carroll, H Goad, P. Delgado"
OPC,2011-06-07,2011,JUN,,,OPCC2,10,2,0.38,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,0.95,silt/clay/debris,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"Benchmark: Church Creek- Sign gone, used tree in wetland and the shore in front of it. "
OPC,2011-06-07,2011,JUN,,,OPCC2,10,3,0.37,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,0.96,silt/clay/debris,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC2,20,1,0.37,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,0.96,silt/clay/debris,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC2,20,2,0.39,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,0.93,silt/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC2,20,3,0.38,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.01,silt/clay/debris,18,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC2,30,1,0.4,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.03,silt/clay/debis ,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC2,30,2,0.4,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.06,silt/clay/debris,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,live clam
OPC,2011-06-07,2011,JUN,,,OPCC2,30,3,0.37,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.08,silt/clay/debis ,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC2,40,1,0.39,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.08,silt/clay/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2011-06-07,2011,JUN,,,OPCC2,40,2,0.36,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.07,silt/clay/debis ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC2,40,3,0.39,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.11,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC2,50,1,0.39,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.05,clay/silt/sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,dead clam
OPC,2011-06-07,2011,JUN,,,OPCC2,50,2,0.39,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.05,clay/silt/sand/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead clam
OPC,2011-06-07,2011,JUN,,,OPCC2,50,3,0.44,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.14,clay/silt/sand/debris,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2011-06-07,2011,JUN,,,OPCC2,60,1,0.39,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.08,silt/clay,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2011-06-07,2011,JUN,,,OPCC2,60,2,0.39,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.22,silt/clay,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-07,2011,JUN,,,OPCC2,60,3,0.37,0.18,390.3,382.0,8.36,26.2,6.95,86.1,NV,1.05,clay/silt,2,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,10:15:00,Outgoing: Low at 1:00 PM,OPC1,10,1,0.75,0.18,410.8,383.5,10.88,28.7,6.02,78.6,40,0.75,Gravel,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"Survey Team: P.Delgado, L. Carroll "
OPC,2011-08-09,2011,AUG,,,OPC1,10,2,0.77,0.18,410.8,383.5,10.88,28.7,6.02,78.6,40,0.77,Gravel,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Benchmark: Canoe Trail- Marker 15
OPC,2011-08-09,2011,AUG,,,OPC1,10,3,0.71,0.18,410.8,383.5,10.88,28.7,6.02,78.6,40,0.71,Gravel,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Weather: Cloudy with some periodic sun- Humid
OPC,2011-08-09,2011,AUG,,,OPC1,20,1,0.89,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,1,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC1,20,2,0.91,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.95,clay/silt/debris,9.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC1,20,3,0.91,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.95,clay/silt/debris,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC1,30,1,0.87,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.91,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC1,30,2,0.85,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.93,clay/silt/debris,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2011-08-09,2011,AUG,,,OPC1,30,3,0.86,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.91,clay/silt/debris/gravel,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead Clam
OPC,2011-08-09,2011,AUG,,,OPC1,40,1,0.82,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.88,clay/silt/debris,30,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead Clam
OPC,2011-08-09,2011,AUG,,,OPC1,40,2,0.82,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.89,clay/silt/debris,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2011-08-09,2011,AUG,,,OPC1,40,3,0.77,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.91,clay/silt/debris,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC1,50,1,0.8,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.89,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC1,50,2,0.82,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.91,clay/silt/debris,20,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,Dead Clam
OPC,2011-08-09,2011,AUG,,,OPC1,50,3,0.82,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.87,clay/silt/debris,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC1,60,1,0.85,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.9,clay/silt/debris,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC1,60,2,0.87,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.9,clay/silt/debris,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC1,60,3,0.81,0.18,410.8,383.5,10.88,28.7,6.02,78.6,NV,0.91,clay/silt/debris ,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,07:55:00,Outgoing: Low at 1:00 PM,OPC2,10,1,0.73,0.19,419.8,394.7,15.33,28.3,4.25,54.0,95,0.73,silt/clay/debris,260,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"Survey Team: Carroll, Delgado"
OPC,2011-08-09,2011,AUG,,,OPC2,10,2,0.73,0.19,419.8,394.7,15.33,28.3,4.25,54.0,95,0.73,silt/clay/sand/debris,160,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Benchmark: Eagle Cove- 45 degree angle tree
OPC,2011-08-09,2011,AUG,,,OPC2,10,3,0.73,0.19,419.8,394.7,15.33,28.3,4.25,54.0,95,0.73,,,,,,,,,,,,* Secchi not measureble due to 100% SAV cover 20-60 m *Questionable pH Reading for whole transect
OPC,2011-08-09,2011,AUG,,,OPC2,20,1,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.78,silt/clay,190,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2 Grabs due to high SAV volume
OPC,2011-08-09,2011,AUG,,,OPC2,20,2,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.78,silt/clay,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"Weather: Cloudy, Humid"
OPC,2011-08-09,2011,AUG,,,OPC2,20,3,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.79,,,,,,,,,,,,
OPC,2011-08-09,2011,AUG,,,OPC2,30,1,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.78,clay/silt/debris,240,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2011-08-09,2011,AUG,,,OPC2,30,2,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.76,clay/silt,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC2,30,3,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.76,,,,,,,,,,,,
OPC,2011-08-09,2011,AUG,,,OPC2,40,1,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.72,silt/clay,140,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC2,40,2,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.73,silt/clay,130,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC2,40,3,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.74,,,,,,,,,,,,
OPC,2011-08-09,2011,AUG,,,OPC2,50,1,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.72,clay/silt,180,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC2,50,2,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.73,clay/silt/debris,100,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2011-08-09,2011,AUG,,,OPC2,50,3,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.73,,,,,,,,,,,,
OPC,2011-08-09,2011,AUG,,,OPC2,60,1,,0.19,419.8,394.7,15.33,28.3,4.25,54.0,100,0.68,clay/silt/debris,,,,,,,,,,,
